"X" "Y"
"1" 26.55086631421 55.8651932862144
"2" 37.212389963679 76.9444019799251
"3" 57.2853363351896 114.282901850503
"4" 90.8207789994776 197.947144202859
"5" 20.1681931037456 28.0383580253769
"6" 89.8389684967697 200.570019477432
"7" 94.4675268605351 167.996593172821
"8" 66.0797792486846 136.552861365412
"9" 62.911404389888 145.257699929319
"10" 6.17862704675645 25.6906631138839
"11" 20.5974574899301 71.2996527234829
"12" 17.6556752528995 43.8836811462038
"13" 68.7022846657783 159.9947686374
"14" 38.4103718213737 113.96497769639
"15" 76.9841419998556 146.694438007291
"16" 49.7699242085218 77.424864570239
"17" 71.7618508264422 154.691855957593
"18" 99.1906094830483 202.488555055109
"19" 38.0035179434344 72.4348295116125
"20" 77.7445221319795 154.656286327539
"21" 93.4705231105909 180.704255051276
"22" 21.2142521282658 70.5972729411679
"23" 65.1673766085878 169.132547069356
"24" 12.5555095961317 59.9150283284084
"25" 26.7220668727532 52.7063060082094
