"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[19.89,13.22,11.11,12.67,10]","MULTIPOINT((-71.736244 43.961609))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[15.22,10.89,17.44,20.67,24.75]","MULTIPOINT((-71.772245 43.931185))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[3.44,3.5,4.22,5.78,5.25]","MULTIPOINT((-71.772245 43.931185))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014]","CPUE (average number of individuals per transect)","[8.89,6.44,4.56]","MULTIPOINT((-71.735654 43.931506))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014]","CPUE (average number of individuals per transect)","[4.56,4.67,3.44]","MULTIPOINT((-71.735654 43.931506))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014]","CPUE (average number of individuals per transect)","[7.33,4.5,6.78]","MULTIPOINT((-71.759018 43.932686))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014]","CPUE (average number of individuals per transect)","[16.22,8.33,7.67]","MULTIPOINT((-71.759018 43.932686))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[15.11,12.89,11.22,11.44,16.56]","MULTIPOINT((-71.753435 43.955654))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[21.44,18.78,16.44,24,19.89]","MULTIPOINT((-71.753435 43.955654))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Gyrinophilus porphyriticus","[2012,2013,2014,2015,2018]","CPUE (average number of individuals per transect)","[22.89,17.78,23.44,20.44,23.25]","MULTIPOINT((-71.736244 43.961609))","Living planet index database",NA,"Lowe, W. H., and B. R. Addis. 2019. Matching habitat choice and plasticity contribute to phenotype–environment covariation in a stream salamander. Ecology 100:e02661.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
