"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Aspidophoroides monopterygius","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.017,0.047,0.159,1.182,0.638,1.411,0.312,0.572,0.363,0.066,0.227,0.3,0.048,0.013,0.022,0.042,0.031,0.078,0.016,0.007,0.078,0.038,0.046,0.163,0.021]","MULTIPOINT((-50.75978 47.607599))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Merluccius albidus","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0,0,0,0,0.042,0,0,0,0.166,0.551,0.126,0.544,0.632,0.25,0.528,0.285,0.106,0.796,0.042,0.16,0.039,0.009,0.019,0,0]","MULTIPOINT((-61.181309 42.866877))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Zoarces americanus","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[1.715,0.082,0.28,0.692,0.115,0.401,0,0.2,0.163,0.043,0.051,0.093,1.434,0.223,0.078,0.095,0.443,0.586,0.125,0.157,0.183,0.084,0.137,0.138,0.176]","MULTIPOINT((-63.728047 47.637685))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Citharichthys arctifrons","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0,0,0,0,0.021,0,0,0,0.262,0.258,0.208,0.173,0.487,0.214,0.145,0.023,0.091,0.008,0.031,0.02,0.008,0,0.028,0.516,0.712]","MULTIPOINT((-61.181309 42.866877))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Malacoraja senta","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[1.278,0.861,0.731,0.438,3.049,1.317,0.528,0.996,1.705,0.867,0.781,1.951,0.667,0.868,0.332,0.339,0.633,1.254,1.427,0.552,0.855,2.616,1.814,1.665,0.4]","MULTIPOINT((-57.690888 43.437611))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lophius americanus","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.969,0.42,0.459,1.486,1.527,1.096,0.679,0.947,0.794,0.712,0.722,1.141,1.149,1.644,1.459,1.25,0.942,0.646,0.413,0.256,0.31,0.422,0.284,0.348,0.716]","MULTIPOINT((-61.181309 42.866877))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Leucoraja erinacea","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.675,0.634,0.133,1.1,0.725,0.373,0.771,1.185,0,0,0.411,0.35,1.844,0.956,3.744,1.125,0.857,1.172,0.059,1.826,2.409,1.173,1.621,0.397,1.847]","MULTIPOINT((-65.098835 42.729563))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Lumpenus lampretaeformis","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0,0.172,0.555,0.01,0.016,0.034,0.015,0.221,0,0.104,0.236,0.347,0.063,0.041,0.465,0.292,0.105,0.101,0.325,0.025,0.031,0.14,0.097,0.314,0.477]","MULTIPOINT((-63.728047 47.637685))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Paralichthys oblongus","[1977,1980,1981,1984,1986,1987,1988,1989,1990,1991,1992,1993]","Catch per tow","[0,0,0,0.218,1.235,9.231,2.296,0.281,0.02,0.304,0.091,0.157]","MULTIPOINT((-66.214847 41.627502))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Nezumia bairdii","[1970,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[3.84,3.457,3.625,3.232,7.689,6.889,2.097,2.054,4.4,5.431,6.297,3,1.871,0.103,2.048,3.778,2.704,2.674,5.474,4.912,7.981,4.885,3.035,4.187]","MULTIPOINT((-55.995809 46.034584))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Myoxocephalus scorpius","[1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.067,0,0,0,0.155,0.024,0.009,0.008,0.022,0.109,0.173,0.065,0.05,0.027,0.075,0.359,0.273,0.358,0.174,0.368,0.165,0.326,0.068,0.172,0.062]","MULTIPOINT((-63.728047 47.637685))","Living planet index database",NA,"Brown, S. K., et al. (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
