"observed_scientific_name","years","unit","values","geom","original_source","creator","title","publisher","intellectual_rights","license","owner"
"Eumesogrammus praecisus","[1982,1990,1991]","Catch per tow","[0.009259,0.005464,0.005181]","MULTIPOINT((-52.782383 44.683779))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Eumesogrammus praecisus","[1971,1973,1975,1978,1986,1988,1989,1990,1993]","Catch per tow","[0.055556,0.04918,0.08,0.005155,0.05036,0.032895,0.025316,0.012422,0.010811]","MULTIPOINT((-52.121122 50.695322))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Eumesogrammus praecisus","[1973,1980,1983,1989,1993]","Catch per tow","[0.250871,0.009259,0.015267,0.009375,0.009091]","MULTIPOINT((-53.864595 53.910492))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Enchelyopus cimbrius","[1982,1983,1993,1994]","Catch per tow","[1,0.176471,1.631579,1.978022]","MULTIPOINT((-67.064717 44.266029))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Enchelyopus cimbrius","[1973,1974,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.021277,0.020157,0.017857,0.034171,0.085573,0.165381,0.155452,0.15923,0.253221,0.146699,0.082615,0.037277,0.117812,0.017045,0.030797,0.042309,0.029851,0.154189,0.137025]","MULTIPOINT((-65.098835 42.729563))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Enchelyopus cimbrius","[1970,1973,1974,1975,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.09942,0.0182,0.269455,0.02,0.037757,0.112479,0.163131,0.065138,0.052162,0.072157,0.171155,0.057635,0.077611,0.124892,0.134827,0.038671,0.204824,0.145397,0.136888,0.21871,0.085251]","MULTIPOINT((-61.181309 42.866877))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Enchelyopus cimbrius","[1970,1971,1972,1974,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.10798,0.071429,0.363636,0.347699,0.05,0.188423,0.228842,0.314824,0.233616,0.202968,0.189993,0.037014,0.133746,0.297019,0.20891,0.278959,0.378414,0.448179,0.544177,0.4112,0.824789]","MULTIPOINT((-57.690888 43.437611))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Careproctus reinhardti","[1987,1991,1992,1993,1994]","Catch per tow","[0.010922,0.027998,0.013158,0.048993,0.256367]","MULTIPOINT((-57.690888 43.437611))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Enchelyopus cimbrius","[1970,1971,1974,1976,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994]","Catch per tow","[0.724178,0.22,0.064286,0.122449,0.325267,0.575244,0.576061,0.685628,0.341103,0.247304,0.482286,0.288033,0.931787,0.409527,0.118192,0.191519,0.237691,0.068736,0.462551,0.57701]","MULTIPOINT((-59.348941 46.441917))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
"Bathyraja spinicauda","[1976,1977,1978,1992]","Catch per tow","[0.135338,0.257143,0.055556,0.02439]","MULTIPOINT((-59.348941 46.441917))","Living planet index database",NA,"Brown, S. K., R. Mahon, K. C. T. Zwanenburg, K. R. Ruja, L. W. Claflin, R. N. O'Boyle, B. Atkinson, M. Sinclair, G. Howell and M. E. Monaco (1996). East Coast of North America Strategic Assessment Project. Department of Fisheries and Oceans Canada and National Oceanic and Atmospheric Administration USA. Dartmouth, Nova Scotia and Silver Spring, Maryland, Stephen Brown: stephen.k.brown@noaa.gov.","WWF/ZSL",NA,"Data Use Policy: Living Planet Database","WWF/ZSL"
